"acc_rep_num ","company_code","DIST_CODE","report_date","ip_number","accident_dt_time","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rep_num","dutyio_code","release_status","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","create_by","create_dt","modify_by","modify_dt","mig_flag","off_on_svc"
"E06022015","02","SE","02/02/2015","201500643","01/02/2015 12:17","1","Aft Outram Pk MRT b/stop","Cantonment Road","3","1","1","1","10","27","1","3","1","70","54","0","0","0","N","N","Y","N","N","","26","R","SBS8710H, Right v/mirror damaged","After completed my pax activities at the said b/stop I start to make a lane change. In the midst of it my bus right v/mirror had sideswipe with a m/bus (SBS1987Y) which conducting NEL FAM Route Bus.My bus was sustained damaged on right v/mirror. The said bus sustained damaged on left body panel. EOCC was informed. Svc 124 awaits at said location after consulted CRS. SBS1987Y resumed NEL FAM route after consulted CRS.CRS come to scene and change a right v/miror for my bus and advised me returned my bus to depot. Thats all.","","","amoppr10","02/02/2015 12:23","","02/02/2015 12:23","","N"
"W06622015","02","SW","04/02/2015","201500643","01/02/2015 12:17","1","Eu tong Sen st","Eu tong Sen st","1","1","1","1","4","33","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","26","R","sbs1987Y - rear L/panel, window glass scratches, SKRG, no cctv       sbs8710H,sv124","I was driving NEL training bus. I was stopping at Eu Tong Sen when a SBS8710H approached from behind and grazed my rear left causing damage to both buses. No inj.","","","wdssof01","04/02/2015 13:54","","04/02/2015 13:54","","N"
"W07022015","02","SW","05/02/2015","201500646","17/01/2015 10:35","1","Bedok Reservoir Rd","Bedok Reservoir Rd aft Kaki Bt","2","1","1","1","11","33","4","3","5","86","58","0","0","0","N","Y","Y","N","Y","D/2034","21","R","SBS2832D - No damaged","I wish to say that on 17/01/15 @ 1035 hrs aft Kaki Bt Ctr along BD Reservoir RdI wish to say that I was driving normally & I can’t recall of such incident occurred nobody informed me  the shutting  the door on the complainant ( leftside shoulder ).I am totally unawared abt the CFMS.","","Master BMRG - CFMS","jradaa01","05/02/2015 15:09","","05/02/2015 15:09","","N"
"W06362015","02","SW","03/02/2015","201500676","31/01/2015 15:07","2","River Valley Rd - UE Sq","UE Sq side road","1","1","1","1","2","33","3","3","5","70","51","0","0","0","N","Y","N","N","N","","23","R","SBS6216G - Left rear body scratched ( BMRG )","I was driving my bus along 1st left lane of River Valley Rd heading to infront b/stop 3.1 KM ( UE Sq ). Bef crossing the side rd of UE Sq I did not noticed any oncoming taxi as usual I cont driving & prepared to swerve into said b/stop when II heard sound came from the left rear portion of my bus. I checked on my leftside v/m & saw a red colour taxi SHD5719L had drove out from side road into main road & had its front left portion collided onto the left rear body of my bus. I thenstopped my bus at said b/stop & alighted to check. WOCC informed exchange particulars & I cont my svc.","","","jradaa01","03/02/2015 12:13","","03/02/2015 12:13","","N"
"E06782015","02","SE","04/02/2015","201500682","31/01/2015 12:24","1","JALAN ANAK BUKIT","JALAN ANAK BUKIT","2","1","1","1","13","33","1","1","5","86","81","0","0","0","N","Y","N","N","Y","T/2015","23","R","NO DMG","On 03/02/2015 I was informed of a complaint. The complaint stated a passenger fell down. I wish to inform I did approached the passenger with regards to him falling down and asked if he is injured. However he did not answer my question and saidhe will lodge a complaint against me. I continued my journey. That s all.","","I was informed of the complaint on 03/02/2015","edsfof02","04/02/2015 16:48","","04/02/2015 16:48","","N"
"E07322015","02","SE","06/02/2015","201500684","31/01/2015 14:15","1","SOMERSET ROAD","SOMERSET ROAD","1","1","1","1","17","20","1","1","5","70","54","0","0","0","N","Y","N","N","N","","23","R","NO DMG","On 05/02/2015 I was informed by my RM of a claims. The claims stated that my bus side swipe another car (SCN6659B) along Somerset road on the accident date. I totally cannot recall there was such an accident. That s all.","","I was informed of the claims on 05/02/2015","edsfof02","06/02/2015 14:37","","06/02/2015 14:37","","N"
"E07432015","02","SE","06/02/2015","201500689","06/02/2015 09:15","1","At United Square b/stop","Thomson Rd","2","1","1","1","8","42","2","3","5","86","78","0","0","0","N","Y","Y","N","Y","NP299","14","R","SBS6392E, No damaged","During incident period I had stopped my bus at the said b/stop for pax activities. There is a pax who boarded my bus and was looking for seats. I then closed the bus door and started to drive off slowly. At this point the said pax fall backonto the pavement and the back of his head was in pain. When I first asked him if he needs any ambulance but he informed that there isnt need. I then continued driving. Before I reached the next b/stop the said pax informed that he required anambulance and as such I informed OCC about this matter and they assisted me to call for the ambulance. Ambulance A111 incharge WO2 Chan with reg plate number QX939P was at scene to comveyed the said pax to TTSH. I wished to state that at that pointof time when the said pax fell there is a witness namely Mr Chong wit","","","amoppr10","06/02/2015 16:51","","06/02/2015 16:51","","N"
"E07652015","02","SE","09/02/2015","201500690","06/02/2015 13:14","3","BALESTIER ROAD","BALESTIER ROAD","1","1","1","1","11","33","3","2","5","70","54","0","2","0","N","Y","Y","N","Y","T/2015","14","R","FRONT LEFT CORNER DMG","I was driving along Balestier Road when a car (SGH2668K) speed out from Jalan Ampas on my left side. Jalan Ampas is a way direction. Vehicles can enter Jalan Ampas from Balestier road and not moving out of it. As a result I hit the right front sideof the car. I stopped my bus and checked. No one was seriously injured except a few passengers suffered minor abrasions due to hit the poles in the bus. The car driver was not injured. After I informed him that Jalan Ampas was one way and he shouldnot have turned out from therehe denied travelling on that road. He informed that he was travelling along the same lane as me on Balestier road and somehow he came parallel to the bus and the accident occurred. That s all.","","","edsfof02","09/02/2015 11:49","","09/02/2015 11:49","","N"
"W07452015","02","SW","06/02/2015","201500694","29/01/2015 10:25","1","After BS 17179 Clementi Stn","Commonwealth Ave West","2","1","1","1","9","33","2","2","6","85","58","0","1","0","N","Y","Y","N","N","","21","R","SBS6693L  Bus no damaged. Pax complained hand injured due to BC jam brake (JERG) CCTV","In regards to this feedback I wish to state that I am not aware of such incident. Furthermore that is no one approached me regarding the incident.   PS: CFMS 2015/Feb/0897","","I received this feedback from ARM-Chong on 06/02/2015","wdblrs04","06/02/2015 17:30","","06/02/2015 17:30","","N"
"E07172015","02","SE","06/02/2015","201500699","03/02/2015 06:05","1","LORONG 1 GEYLANG","LORONG 1 GEYLANG","2","1","1","1","1","33","3","1","5","86","58","0","0","0","N","Y","N","N","Y","T/2015","21","R","NO DMG","One male malay passenger boarded the bus with his female companion at the bus stop near to lorong 11 Geylang. The male showed his bus pass and I noticed he was blind. He then went to the rear and sat on the last second left side seat with the femalecompanion. I noticed the female companion did not pay the fare and thus I went to inform her to pay. However the male passenger started shouting and thus I continued to drive the bus. The male passenger then wanted to alight at the bus stop nearLorong 1 Geylang. Suddenlythe male passenger informed that he fell. However I noticed that he did not fall. He started hurlking vulgarities. He did not want to call for ambulance. I wish to state that the male passenger smelled strongly of alchohol. There was one witness. That s all.","","","edsfof02","06/02/2015 09:21","edsfof02","06/02/2015 09:21","","N"
"E06452015","02","SE","03/02/2015","201500700","03/02/2015 06:15","1","EUNOS INT.","EUNOS INT.","3","1","1","1","3","37","4","1","5","85","58","0","0","0","N","Y","Y","N","N","","21","R","REAR BUMPER LOOSE","After the 1st trip I was back to Eunos int. My colleague noticed that my bus rear bumper was loose.  There was no accident since I started work this morning. I did not know what causes the damage. No injury. That s all.","","","edsfof02","03/02/2015 15:19","","03/02/2015 15:19","","N"
"W07522015","02","SW","09/02/2015","201500702","05/02/2015 10:30","1","slip rd C'wealth ave west to Clt ave 2","slip rd C'wealth ave west to C","1","1","1","1","9","22","2","3","1","80","73","0","0","0","N","Y","Y","N","N","","21","R","sbs8139H - front RHs cover crack, batt compartment cover dented, SKRG, cctv","I was abt to turn into Clementi ave 2 when I saw a lorry parked with cones around the slip rd. As the lorry was doing its work of tree cutting I was focused on it hence I missed the root of tree sticking out on the side road. Upon crossing said areamy bus collided with the tree trunk causing damage. no inj.","","bc reported on 06/02. 7 and 8 wkends.","wdssof01","09/02/2015 10:12","","09/02/2015 10:12","","N"
"W06102015","02","SW","02/02/2015","201500703","31/01/2015 16:45","4","HG ave 7 X Defu Lane","HG ave 7","1","1","1","1","18","27","2","3","1","70","52","0","0","0","N","Y","Y","N","N","","23","R","sbs6747R - w/screen shattered, wiper dmgd, SKRG, cctv","I was abt to move off from said junctn when my bus hit onto the rear of front vehicle SGH6436L as I forgot to pull h/brake resulting to this accident. I would like to feedback that the design of h/brake is not user friendly as compared to other bus.","","","wdssof01","02/02/2015 14:55","","02/02/2015 14:55","","N"
"W06942015","02","SW","05/02/2015","201500704","31/01/2015 23:20","2","woodlands road, aft T sungei Kadut","woodlands road","1","1","1","1","19","33","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs8317K- front RHS v/m dislodge, SGRG, cctv","I was travelling alg wdlands Rd proceeding twds B45041 when suddenly a private bus PC1311L on my RHS grazed my RHS v/m causing damage. I stopped at said bstop. Said bus left scene. OCC informed. Pax transferred. CRS activated. CRS arrived changethe mirror and told me to OS back to BBBP. That is all","","BC had no time because of work schedule","wdssof01","05/02/2015 11:46","","05/02/2015 11:46","","N"
"W06762015","02","SW","04/02/2015","201500705","20/01/2015 06:45","1","Clementi Ave 2 b/stop","Clementi Ave 2 - Blk 334","2","2","1","1","4","42","4","1","1","86","65","0","0","0","N","Y","Y","N","Y","D/2041","23","R","SBS8053X - No damaged ( CLRG )","I had stopped my bus at bus bay Blk 334 along CL Ave 2 for paxs activities. I opened entrance door & then I found out that exit door had yet opened at that moment had yet boarding my bus when I wanted to open exit door but I accidentally pressedthe wrong button ( entrance door ) as a result the entrance door started to close when a boy student was the first person rushed up for boarding & his right arm was caught by the closing door. Aft that I re-opened the entrance door & the boy’s fatherasked him whether he was hurt & I heard the boy saying he was alright I did apologized to them & they boarded my bus & I then cont my svc. At CLI I saw the boy’s father went to POS.","","This is my 1st time happened, I do not known that I need to file & also my master did not advised me to file my reported","jradaa01","04/02/2015 16:43","","04/02/2015 16:43","","N"
"W07462015","02","SW","09/02/2015","201500706","07/01/2015 08:00","1","Hg ave 1, B63281","hougang ave 1","2","1","1","1","7","42","2","1","1","86","58","0","0","0","N","Y","Y","N","Y","f/2015","23","R","sbs5233M - SKRG, cctv","I was approaching said bstop. There is a svc 113 ahead of me. I was unable to attend to pax act as I was quite a distance from the bstop. Then a M/chinese came yelling at my bus while raising his hands at me. Aft the svc 113 left I proceed forwardfor pax act. The said M/Chinese board and shouted "waste my time why did not you open the dooe when I walk over". I explained to him why I did not open. He dahsed in and my hand accidentally brushed his shoulder. I had a witness. I did not assaulthim. there is cctv in the bus. On 14/01 RM informed me to lodge police report.","","claims incident case","wdssof01","09/02/2015 08:50","","09/02/2015 08:50","","N"
"E06582015","02","SE","04/02/2015","201500707","04/02/2015 08:11","3","BISHAN ROAD & BISHAN ST 22 JUNCTION","BISHAN ROAD","1","1","1","1","5","27","1","2","1","70","54","0","0","0","N","Y","Y","N","N","","23","R","RIGHT  REAR SIGNAL LIGHT DMG AND BODY SCRATCHES","I was turning right from Bishan Road into Bishan St 22. On my right side there was a car (SJC9025K) making a U turn. The car side swipe my bus. The driver admitted fault and expressed interest in pte settlement. No injury. That s all.","","","edsfof02","04/02/2015 11:56","","04/02/2015 11:56","","N"
"W07092015","02","SW","05/02/2015","201500708","04/02/2015 10:05","1","CLI","Clementi int","3","1","1","1","11","37","2","1","5","70","60","0","0","0","N","Y","Y","N","N","","23","R","sbs8693Z - rear LHS bumper crack, CLRG, cctv      sbs8054T,svc165","I was driving inside CLI turning twds boarding berth when I noticed rear bus was very close to my rear. I stopped and alighted to check. I saw no damage. I proceed on until Geylang Terminal. Once there ARM informed to meet him. Once back at CLII was informed that earlier my bus rear was hitby sbs8054T svc165. That is all","","","wdssof01","05/02/2015 16:19","","05/02/2015 16:19","","N"
"W07112015","02","SW","05/02/2015","201500708","04/02/2015 10:00","1","CLI","clementi interchange","3","1","1","1","11","37","2","1","5","70","52","0","0","0","N","Y","Y","N","N","","23","R","sbs8045U - claim no damage, cctv, CLRG     sbs8693Z-w/0709/2015","I was driving inside CLI behind SBS8693Z. While turning twds boarding berth suddenly I saw a bus entering interchange at fast speed twds my bus. I ws afraid of collision so I stood up and signalled said bus to slow down. My foot accidentallylift off from footbrake and my bus jerked forward hitting front busSBS8693Z. I stopped and alighted. I saw damage. I cont svc. At HG Int I was told to meet RM. Once back at CLI RM informed me of accident and to report.","","","wdssof01","05/02/2015 16:32","","05/02/2015 16:32","","N"
"E07412015","02","SE","06/02/2015","201500709","04/02/2015 10:45","3","STILL ROAD","STILL ROAD","1","1","1","1","9","33","3","2","5","70","54","0","0","0","N","Y","N","N","N","","23","R","NO DMG","I was leaving a bus stop along Still Road. On my left side there was road work. I felt that there was a car on left side. I stopped then heard a sound. I could not ascertain where this car came from.  The car did not stop and continued to driveaway. I then stopped after the slip road on my left and inspect my bus. I discovered that the cover on the front left side opened outwards. I then closed it back. There was no damage to my bus. I then continued my journey. No injury. That s all.","","","edsfof02","06/02/2015 16:14","edsfof02","09/02/2015 13:17","","N"
"E06752015","02","SE","04/02/2015","201500710","04/02/2015 10:45","1","LORONG 6 TOA PAYOH 13.7 KM","LORONG 6 TOA PAYOH","1","1","1","2","7","33","2","2","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","LEFT MIRROR DROPPED","I was overtaking a lorry (YN398H) in lorong 6 Toa Payoh. My bus was behind the lorry. As I focus on the passing vehicles on my right side my bus left mirror touched the rear of the lorry. There was no damage on the lorry. No injury. That s all.","","","edsfof02","04/02/2015 16:33","","04/02/2015 16:33","","N"
"W07052015","02","SW","05/02/2015","201500711","04/02/2015 13:00","1","Telok Blangah rd","telok blangah road","1","1","2","2","11","33","2","1","5","70","54","0","0","0","N","Y","Y","N","N","","23","R","sbs6389R - Left v/m damaged, BMRG, cctv","I was driving alg said location twds BMI. I saw a private bus infront on the left side of the road. I was in the bus lane. I thought I could passby it safely but upon passing by it my bus hit his RHS v/m causing to dislodged. My glass mirror droppedI stopped ahead. OCC informed. Particulars exchanged. I stopped at front bstop to alight pax. I waited for CRS.","","","wdssof01","05/02/2015 15:28","","05/02/2015 15:28","","N"
"E08002015","02","SE","10/02/2015","201500712","29/01/2015 18:26","2","SHENTON WAY TERMINAL 2","SHENTON WAY TERMINAL 2","3","1","1","1","9","38","4","1","5","91","67","0","0","0","N","Y","Y","N","N","","21","R","NO DMG","My bus accidentally hit the barrier behind while reversing to start work in Shenton Way terminal 2. No injury. That  s all.","","I was informed by RM to make report on 07/02/2015","edsfof02","10/02/2015 13:47","","10/02/2015 13:47","","N"
"E08122015","02","SE","10/02/2015","201500713","02/02/2015 10:15","3","TAMPINES AVE 7 & ST 45 TRAFFIC JUNCTION","TAMPINES AVE 7","1","1","3","2","10","27","3","2","1","70","52","0","0","0","N","Y","N","N","N","","21","R","NO DMG","I stopped at the traffic junction Tampines Ave 7 and Tampines st 45. In front there was a car (SGR911T). When the traffic light turned green the car in front started to move. All of a sudden the car stopped for unknown reasons. As a result my bushit the rear of the car. No injury. That s all.","","I worked split shifts.","edsfof02","10/02/2015 16:30","","10/02/2015 16:30","","N"
"E06992015","02","SE","05/02/2015","201500714","03/02/2015 01:15","2","Pump Island","Ang Mo Kio Depot","3","1","1","1","21","48","1","1","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","SBS6618E, Left v/mirror bracket damaged","I intend to parked my off bus svc (24) into the parking lot. While driving along the driveway at the depot my bus had sideswipe with an unattended bus (SBS3176H). As a result my bus left v/mirror bracket damaged. I did report this matter to AS.Thats all.","","","amoppr10","05/02/2015 13:50","","05/02/2015 13:50","","N"
"E08082015","02","SE","10/02/2015","201500715","03/02/2015 05:20","1","CHANGI BUS PARK","CHANGI BUS PARK","3","1","1","1","1","39","4","1","5","70","67","0","0","0","N","Y","Y","N","N","","21","R","REAR RIGHT SIDE","I accidentally hit another unattended bus (SBS8230BOS) while reversing in Changi Bus Park. No injury. That s all.","","I worked AM shifts, finished work after 1600 hrs.","edsfof02","10/02/2015 15:29","","10/02/2015 15:29","","N"
"W06212015","02","SW","03/02/2015","201500716","03/02/2015 05:35","1","bishan road X bishan st 13","bishan road X bishan st 13","1","1","1","1","2","27","2","3","1","70","54","0","0","0","N","Y","Y","N","N","","21","R","sbs3152b - RHS bus body panel badly damaged, scratches, JERG","I was in the left lane going to turn right ahead into Bishan St 13. On my right was a taxi SH6488U. While turning right at said junctn accidentally my rear RHS grazed said taxi front bumper. I stopped ahead at Bishan St 13. Particulars exchanged.OCC informed. I proceed to Bishan Inter change as I was on OS svc.","","","wdssof01","03/02/2015 08:16","","03/02/2015 08:16","","N"
"W07062015","02","SW","05/02/2015","201500717","05/02/2015 11:40","1","Gul circle","gul circle","1","1","1","1","12","33","1","2","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","sbs9657Y - LHS body scratches, BLRG, cctv","I was driving alg Gul Circle twds BLI. I turned right into Gul Circle proceeding to bstop. There were alot of lorries stopping on the lane thus blocking the path. So I followed vehicles infront to overtake driving on the incoming lane to pass theparked lorries. Upon passing them I heard sound from the rear. I checked mirror and saw a lorryGBA432H had inched out and its RHS had grazed my body panel. I proceed to front bstop. Particulars. OCC informed. Some pax transferred I cont svc.","","","wdssof01","05/02/2015 15:58","","05/02/2015 15:58","","N"
"E07362015","02","SE","06/02/2015","201500718","05/02/2015 16:35","3","LOYANG AVE TRAFFIC JUNCTION","LOYANG AVE","1","1","1","1","3","27","3","2","1","70","51","0","0","0","N","Y","Y","N","N","","21","R","RIGHT SIDE FRONT WINDOW GLASS, SIGNAL COVER & VIEW MIRROR DMG","I was turning right from Loyang Ave. into Loyang way. On my right side there was a lorry (GZ8112M) moving very fast. As a result the lorry hit the right side of my bus at the traffic junction. After that the lorry continued to move across to theopposite side of the road and against traffic direction before coming to a stop. We exchange particulars but the lorry driver just keep quiet. No injury. That s all.","","","edsfof02","06/02/2015 15:21","edsfof02","06/02/2015 15:25","","N"
"W07332015","02","SW","06/02/2015","201500719","05/02/2015 18:30","3","Holland Ave","Holland Rd","1","1","2","2","9","22","1","1","5","70","52","0","0","0","N","Y","N","N","N","","21","R","SBS8489Y - Front right w/screen glass damaged ( CLRG )","I had stopped my bus at the 1st left lane of Holland Ave junct Holland Rd to give way to m/vehs along Holland Rd. It was heavy traffic volume. And I saw the road had some space I then moved out & then turned left into 1st left lane I braked & thentried to brake 2nd time harder  my bus jerked forwarded & had its right front corner then collided into the rear left portion of slanting lorry YF8118P stopping at 1st right outer lane with the rear left protruding out. I tooted horned but at thattime many mvehs were horning so said lorry sped off without knowing my bus had hit it lorry. I then stopped my bus away from accident to park at the safely place to check my bus. WOCC informed transfer to CRS. Aft that I was told to transferpaxs at b/stop then I RTD to BBBP.","","","jradaa01","06/02/2015 14:40","jradaa01","06/02/2015 14:43","","N"
"E07442015","02","SE","06/02/2015","201500720","05/02/2015 20:15","2","UPPER SERANGOON ROAD","UPPER SERANGOON ROAD","1","1","1","1","13","33","1","2","5","70","52","0","1","0","N","Y","Y","N","Y","T/2015","21","R","FRONT DMG","I was driving on the first lane from the left along Upper Serangoon Road. After I drove past the junction of Jln Toa Payoh and Upper Serangoon Road before the slip road one vehicle SGM942E drove out of the slip road suddenly and the vehicle infront of my bus SGN1837P applied emergency brakes to avoid the collision. As the vehicle in front of me brake suddenly I apply brakes as well but unable to stop in time and collide the vehicle in front. After the collision upon checking found afemale passenger Julie HP: 96863120 fell down and hurt her back. I called for ambulance to convey her to TTSH. After all the passengers alighted I drove the bus to a nearby bus stop. I spoke to the driver of SGN1837P Shima Roy who was speaking tothe driver of SGM942E Toy Hip Boon H/P : 97933430 who admitted comi","","","edsfof02","06/02/2015 17:16","edsfof02","09/02/2015 13:18","","N"
"W07252015","02","SW","06/02/2015","201500721","05/02/2015 18:45","2","Adam Road","Adam Rd_SPC Kiosk","1","1","1","1","11","33","1","1","5","70","54","0","0","0","N","Y","N","N","N","","21","R","SBS6669H- Right rear indicator light damaged ( CLRG )","Aft b/stop 12.2 KM along Adam Rd I was driving my bus at 1st left inner lane and it was heavy traffic jammed along said road. And infront was a merging lane. I noticed on my right side behind there was a black m/car  on seeing said car was besidemy bus I then  accelerated to go ahead in doing so the right rear portion grazed against said car at the left front v/m. Said car then stopped infront at roadside I then stopped behind said car & alighted to check. The m/car driver was a m/Chinese. I forgottened to jot down reg of said car & his particular as said car had no damaged & he had advised me to be careful in future & then drove off.","","","jradaa01","06/02/2015 11:06","","06/02/2015 11:06","","N"
"W07352015","02","SW","06/02/2015","201500722","06/02/2015 05:50","1","CLI","clementi interchange","3","1","1","1","1","37","3","1","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","sbs6041T - RHS center window glass top glass dmgd, window glass, body panel bef tyre #2 scratched, CLRG, cctv           sbs3655S, sv14","I was from BBBP going twds CLI. I had not gone on revenue svc yet. Once arrived at CLI I proceed to parking lot. I notice a SBS3655S stopping on the RHS so I overtook it but accidentally grazed its LHS rear. ARM and OCC informed. Once mechaniccheck on bus I RTD back to BBBP.","","","wdssof01","06/02/2015 14:49","","06/02/2015 14:49","","N"
"W07832015","02","SW","09/02/2015","201500722","06/02/2015 05:50","1","Clementi Interchange","Inter Driveway","1","1","1","1","1","37","2","1","5","70","54","0","0","0","N","Y","N","N","N","","21","R","SBS3655S - Rear left corner panel scratched, rear light assy dented ( CLRG )","I had stopped my bus behind another bus along CLI driveway awaiting to into parking lot. Shortly I heard sound came from the rear left portion of my bus. I alighted to check & saw a s/d bus SBS6041T svc 175 came from the rear of my bus hadovertook to his left & had its left rear portion grazed against the rear left corner of my bus. ARM informed & then told me to RTD to BBBP.","","","jradaa01","09/02/2015 15:27","","09/02/2015 15:27","","N"
"E08072015","02","SE","10/02/2015","201500723","06/02/2015 06:05","1","In front of Blk 420","Ang Mo Kio Ave 8","2","1","1","1","2","42","2","3","5","86","74","0","0","0","N","Y","N","N","Y","NP299","21","R","SBS8368M, No damaged","I was performing my duties as a BC driving the bus svc 162 along Ang Mo Kio Ave 8. At the b/stop of Blk 420 I rememberred seeing three pax boarding the bus. After waiting a while for them to sit I proceeded on my journey as usual.There was no complaints throughout the journey. On 06/02/2015 @ abt 1100hrs I was informed by my RM that there was a complaint from a pax in the bus that he/she had a fall while in my bus. As such I am loging this report for record purpose.I wish to state that there was no complaint made by any pax and I was also unaware of any incident that day. Thats all.","","I wish to state that there was no complaint made by any pax and I was also unaware of any incident that day.","amoppr10","10/02/2015 15:27","","10/02/2015 15:27","","N"
"E07762015","02","SE","09/02/2015","201500724","08/02/2015 19:00","2","NEW BRIDGE ROAD","NEW BRIDGE ROAD","1","1","1","1","10","33","1","3","5","70","54","0","0","0","N","Y","Y","N","N","","21","R","FRONT RIGHT SIDE SCRATCHES","I was driving along New Bridge road when a taxi (SHC5234Z) suddenly cut into my lane at a fast speed. Once inside my lane it slowed down. As a result our vehicles side swipe. The taxi driver admitted fault and expressed interest in pte settlement.Understand that the taxi driver already contacted my RM. No injury. That s all.","","","edsfof02","09/02/2015 14:25","edsfof02","10/02/2015 09:59","","N"
"E07132015","02","SE","05/02/2015","201500725","05/02/2015 06:30","1","OUTRAM ROAD","OUTRAM ROAD","1","1","1","1","2","33","4","1","5","70","60","0","0","0","N","Y","Y","N","N","","23","R","REAR RIGHT SIDE DMG","I was driving along Outram Road when a van (GBC1956X) hit my rear. The van driver claimed that he did not see my bus. He expressed interest in pte settlement. Already called my RM. No injury. That s all.","","","edsfof02","05/02/2015 16:45","","05/02/2015 16:45","","N"
"E08242015","02","SE","11/02/2015","201500726","29/03/2013 13:40","1","BEFORE JUNCTION OF BEACH /BRAS BASAH RD","JUNCTION OF BEACH/BRAS BASAH R","3","1","1","1","1","25","3","1","1","70","54","0","0","0","N","N","N","N","N","","21","R","SBS8550C DUMMY REPORT CREATED FOR REPORTING PURPOSE FOR W/7183/2013 (BSRG)","DUMMY REPORT CREATED FOR REPORTING PURPOSE FOR W/7183/2013 BC  ALREADY RESIGNED","","BC RESIGN","edbsrm01","11/02/2015 11:25","","11/02/2015 11:25","","N"
"W71832013","02","SW","03/04/2013","201500726","29/03/2013 13:40","4","bef junct Beach Rd/Bras Basah Rd","Beach Road","3","1","1","1","15","25","3","1","1","70","54","0","0","0","N","Y","Y","N","Y","","21","R","SBS9324:Offside Front view mirror broken RG:HG  CCTV:Y (record at RG by Kwee Huat 1/4. Received 2/4. Updated CSL 3/4 (RCP)","On the said date and time my bus was stationed at the alleged junction at center lane waiting for traffic light to turn green. At that time there was another bus SBS 8550C of service 057 was stopped beside my bus on the right lane. At that junctureafter traffic light turned green the said bus SBS 8550C BC was moved first and accidentally the nearside front view mirror arm of the said bus grazed against the offside front view mirror of my bus. As a result the offside front view mirror of mybus sustains broken and no damage of the said bus. No injury. Thats all.","","","JROPSU03","03/04/2013 14:42","JROPSU03","03/04/2013 15:30","","Y"
"E08362015","02","SE","11/02/2015","201500727","11/02/2015 09:12","1","AMK AVE 8 BUS STOP 54319","AMK AVE 8","2","1","1","1","8","42","4","2","5","86","63","0","1","0","N","Y","N","N","Y","F/2015","23","R","NO DMG","I stopped at AMK AVE 8 bus stop 54319. A passenger (Raemah Binti YusofS1055602CBLK330 AMK AVE 1#02-1829 Contact no : 64575988) fell down while boarding. She was brought into the bus by another passenger. Upon checking she informed that her rightarm was in pain. She was later conveyed to Khoo Teck Puat Hospita. That s all.","","","edsfof02","11/02/2015 15:57","","11/02/2015 15:57","","N"
"W08632015","02","SW","12/02/2015","201500728","05/02/2015 18:02","2","Bt Timah Rd","Bt Timah Rd ( Construction Sit","1","1","1","1","9","33","1","1","5","70","52","0","0","0","N","Y","N","N","N","","21","R","SBS6043M - Left front v/m mirror assy & w/screen damaged ( CLRg )","I was driving my bus at the 1st left lane of Bt Timah Rd following behind a lorry YM3594T. I was heading to infront b/bay 18.9 KM. At that time it was heavy traffic volume I then followed said lorry filtered to the extremely left lane but saidlorry make a left turn twds construction site & make a sudden stopped at the entrance. For the safety  of my paxs I cannot jammed brake & to avoid I then swerved to my right but the left front v/m then collided into the rear left top portionsaid lorry. I checked with my pax nobody injured. I alighted to check informed WOCC exchange particular & to wait for CRS. Aft CRS attended to my bus CRS then escort me to drive back to BBBP.","","I waorking PM shift, change shift early at BVT","jradaa01","12/02/2015 17:07","","12/02/2015 17:07","","N"
"E08052015","02","SE","10/02/2015","201500729","05/02/2015 22:00","2","JURONG EAST CENTRAL","JURONG EAST CENTRAL","1","1","1","1","15","33","3","2","5","70","54","0","0","0","N","Y","Y","N","Y","T/2015","21","R","LEFT SIDE REAR SCRATCHES","I was driving along Jurong East Central. Just when I was coming to a stop approaching a traffic light in less than 100m I feel my bus shaken a bit. I do not know what happened. But less than a minute my colleague who was driving another bus behindtold me that my bus was hit by another vehicle. My bus left rear suffered a long lasting scratches from the hit. I believed my colleagues witness the whole incident. No injury. That s all.","","Due to weekend","edsfof02","10/02/2015 15:06","edsfof02","10/02/2015 17:44","","N"
"W08572015","02","SW","12/02/2015","201500730","11/02/2015 13:58","1","M'sia checkpoint alighting berth","malaysia checkpoint","2","1","1","1","12","38","3","1","5","86","64","0","0","0","N","Y","Y","N","N","","23","R","sbs8237H - SGRG, cctv","I was from Msia customs twds Wdlands Ckpoint when 01 M/pax that was alighting fell from my stationary bus. He aws along and suffered a deep cut. I assisted him. The security saw the incident and activated the customs officer.Upon their arrival situation was under control so they told me to cont svc. That is all","","","wdssof01","12/02/2015 15:20","","12/02/2015 15:20","","N"
