"IP_NUMBER","COMPANY_CODE","DIST_CODE","accident_date","ip_type","init_liab","init_cause","init_find_date","inv_status","final_find_date","final_cause","offence_type","pol_rep_fee","shift_code","plce_of_acc","road_name1","acc_type","nature_of_acc","wthr_code","road_sur_code","op_hrs_code","type_loc_code","traf_vol_code","traf_flow_code","traf_cntrl_code","col_with_code","type_of_col_code","srs_inj","minor_inj","fatal","bus_towed","sketch","photo_taken","mech_fault","pol_report","pol_rpt","photo","vir","form15a","pol_rep_num","dutyio_code","damage_to_bus","Facts_txt","brief_part","rsn_for_late_rep","nat_of_acc_chng_dt","src_rep_num","create_by","create_dt","modify_by","modify_dt","mig_flag"
"201500605","02","SW","02/02/2015 16:15","Q","FAF","102","04/02/2015","2","10/02/2015","102","1","","2","Queensway / C'Wealth Dr","Queensway","1","1","2","2","2","25","3","3","1","70","52","0","0","0","N","Y","N","N","Y","N","N","N","","T/2009","21","SBS6405C - Front left portion damaged ( BMRG )","I was driving my bus along 1st left lane Queensway following behind a m/car SFZ2129S. It was drizzling & road surface was wet. I was heading twds T-junct of C’Wealth Dr. it was green light. Said junct was going down the slope & when reaching saidsaid car slowed down & started to turn left & I saw green light had turned into amber light I applied my brake to stop my bus as the road was slippery & my bus didn’t stopped & to avoid said car who was turning left I then swerved to the right butcould not avoid as a result my bus front left portion collided into the rear right portion of said car. Said car  cont turning left twds twds t/light pole. I then stopped my bus WOCC informed then  I alighted to check. Shortly Police car. TP MTI& CRS arr. Aft CRS attended to my bus & IO had interview me I","(M)(Y): Front portion of bus collided onto 3P car. 3P car spun left and hit switch box.","","","W06482015","sfalio02","04/02/2015 09:12","sfalio02","10/02/2015 11:35",""
"201500613","02","SE","30/01/2015 13:20","C","NAF","221","04/02/2015","1","","","1","","1","SIN MING AVE","SIN MING AVE","2","2","1","1","16","33","3","2","5","86","74","0","1","0","N","Y","N","N","Y","N","N","N","","F/2015","14","NO DMG","I was travelling along Sin Ming Ave towards Bishan and my bus was half full with passengers. There was an SBS bus svc. 162 in front of my bus. As the svc 162 jammed brake I pressed brake gradually. However when I did so no passengers fell.Subsequently one female elderly passenger told me she wanted to complain as she claimed that I was driving unsteadily. She did not say whether she had suffered any injury. That s all.","(N)(N) Pax alleged injury on board","","13/02/2015","E06092015","sfalpr04","04/02/2015 12:25","sfalad02","13/02/2015 10:17",""
"201500625","02","SW","29/01/2015 14:50","C","NAF","402","04/02/2015","2","","","","","1","Circuit Road","Circuit Road","2","2","1","1","21","33","4","1","2","86","81","0","1","0","N","Y","Y","N","Y","N","N","N","","J/2134","21","SBS3078H - No damaged ( BLRG )","Aft paxs activities at b/bay along Circuit Rd I then my bus at the 1st left lane of a ped t/light junct to comply to traffic red light. When green light appeared I moved off at this moment I heard pax shouting I checked interior v/m & noticed anelderly pax f/malay was going to fell backwarded one her hand was holding a plastic bag. I slowly to stop my bus. Paxs onboard my bus had went to assist her up to seat I approached to her & checked she told me that she wanted to change her seatfrom behind to front to her husband as my bus had stopped. She informed me behind her head was pain I checked with her whether she need medical attention she declined as she was alight. Aft that I cont my driving along Aljunied Rd at b/stop 70031I decided to check with her again whether she need to consult doc","(M)(N): Pax fell on board.","On 30/01/2015 I was AL","04/02/2015","W05962015","sfalio02","04/02/2015 16:24","sfalad02","13/02/2015 10:10",""
"201500632","02","SE","30/01/2015 16:20","C","NAF","221","05/02/2015","1","","","1","","2","AMK INDUSTRIAL PARK 2 T JUNCTION","AMK INDUSTRIAL PARK 2","2","2","1","1","5","33","3","2","5","86","61","0","1","0","N","Y","N","N","Y","N","N","N","","T/2015","14","NO DMG","I was driving along AMK Industrial park 2. I noticed there was a lorry on the other junction (my left side)  which had stopped. I then proceed. As I was about to drive across the junction the lorry then moved off. I stepped on my brakes. Apassenger fell down on the bus. I checked and she informed me she did not need medical attention. That s all.   /Passenger : Cheng Pui Chin h/p : 65132568 */","(S)(N) Pax fell on board","Due to weekend","13/02/2015","E06662015","sfalpr04","05/02/2015 08:53","sfalad02","13/02/2015 10:21",""
"201500636","02","SW","31/01/2015 07:34","C","NAF","221","05/02/2015","1","","","1","","2","punggol centre","punggol centre","2","2","1","1","6","33","2","1","1","86","74","0","1","0","N","Y","Y","N","Y","N","N","N","","g/2015","14","sbs6469T - SKRG, cctv","I was going twds PGI. Aft leaving bstop infront of B298 Punggol Central a taxi cut into my lane causing me to apply ebrake to avoid and accident. I made a check on pax. There were abt 12-15 pax they were all seated. A F/Chinese bat 30Y was unhappyand started scolding for braking hard. No one informed me of any inj. I cont to PGI. At PGI the earlier F/pax approached me and took my details as she wanted to complaint. I brought her to PSO. she then claimed her knees hit onto the front seat whenI braked earlier. However she was not bleeding and was able to walk normally. She refused med attn by AMB. I had lodge police report.","(S)(N) Pax fell on board","bc reported to rg on 02/02.","13/02/2015","W06832015","sfalpr04","05/02/2015 09:14","sfalad02","13/02/2015 10:28",""
"201500646","02","SW","17/01/2015 10:35","C","NAF","499","06/02/2015","2","","","","","1","Bedok Reservoir Rd","Bedok Reservoir Rd aft Kaki Bt","2","2","1","1","11","33","4","3","5","86","82","0","1","0","N","Y","Y","N","Y","N","N","N","","D/2034","21","SBS2832D - No damaged","I wish to say that on 17/01/15 @ 1035 hrs aft Kaki Bt Ctr along BD Reservoir RdI wish to say that I was driving normally & I can’t recall of such incident occurred nobody informed me  the shutting  the door on the complainant ( leftside shoulder ).I am totally unawared abt the CFMS.","(N)(N): Pax alleged hit by closing entrance door,","Master BMRG - CFMS","13/02/2015","W07022015","sfalio02","06/02/2015 10:13","sfalad02","13/02/2015 09:17",""
"201500676","02","SW","31/01/2015 15:07","C","NAF","299","09/02/2015","2","","","","","2","River Valley Rd - UE Sq","UE Sq side road","1","1","1","1","2","33","3","3","5","70","51","0","0","0","N","Y","N","N","N","N","N","N","","","23","SBS6216G - Left rear body scratched ( BMRG )","I was driving my bus along 1st left lane of River Valley Rd heading to infront b/stop 3.1 KM ( UE Sq ). Bef crossing the side rd of UE Sq I did not noticed any oncoming taxi as usual I cont driving & prepared to swerve into said b/stop when II heard sound came from the left rear portion of my bus. I checked on my leftside v/m & saw a red colour taxi SHD5719L had drove out from side road into main road & had its front left portion collided onto the left rear body of my bus. I thenstopped my bus at said b/stop & alighted to check. WOCC informed exchange particulars & I cont my svc.","(M)(N) : Bus involved in an accident with 3P taxi.","","","W06362015","sfalio04","09/02/2015 10:05","sfalad02","16/02/2015 13:30",""
"201500682","02","SE","31/01/2015 12:24","C","NAF","402","09/02/2015","2","","","","","1","JALAN ANAK BUKIT","JALAN ANAK BUKIT","2","2","1","1","13","33","1","1","5","86","81","0","1","0","N","Y","N","N","Y","N","N","N","","T/2015","23","NO DMG","On 03/02/2015 I was informed of a complaint. The complaint stated a passenger fell down. I wish to inform I did approached the passenger with regards to him falling down and asked if he is injured. However he did not answer my question and saidhe will lodge a complaint against me. I continued my journey. That s all.","(M)(N) : CFMS case. Passenger fall onboard.","I was informed of the complaint on 03/02/2015","13/02/2015","E06782015","sfalio04","09/02/2015 10:37","sfalad02","13/02/2015 10:23",""
"201500684","02","SE","31/01/2015 14:15","C","NAF","205","09/02/2015","2","","","","","1","SOMERSET ROAD","SOMERSET ROAD","1","1","1","1","17","20","1","1","5","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","23","NO DMG","On 05/02/2015 I was informed by my RM of a claims. The claims stated that my bus side swipe another car (SCN6659B) along Somerset road on the accident date. I totally cannot recall there was such an accident. That s all.","(M)(N) : CFMS case. Bus involved in a side swipe accident with 3P Pte car.","I was informed of the claims on 05/02/2015","","E07322015","sfalio04","09/02/2015 10:42","sfalad02","13/02/2015 14:40",""
"201500689","02","SE","06/02/2015 09:15","C","NAF","499","09/02/2015","1","","","1","","1","At United Square b/stop","Thomson Rd","2","2","1","1","8","42","2","3","5","86","81","0","1","0","N","Y","Y","N","Y","N","N","N","","NP299","14","SBS6392E, No damaged","During incident period I had stopped my bus at the said b/stop for pax activities. There is a pax who boarded my bus and was looking for seats. I then closed the bus door and started to drive off slowly. At this point the said pax fall backonto the pavement and the back of his head was in pain. When I first asked him if he needs any ambulance but he informed that there isnt need. I then continued driving. Before I reached the next b/stop the said pax informed that he required anambulance and as such I informed OCC about this matter and they assisted me to call for the ambulance. Ambulance A111 incharge WO2 Chan with reg plate number QX939P was at scene to comveyed the said pax to TTSH. I wished to state that at that pointof time when the said pax fell there is a witness namely Mr Chong wit","(N)(N) Pax fell on board","","10/02/2015","E07432015","sfalpr04","09/02/2015 16:27","sfalad02","10/02/2015 08:51",""
"201500690","02","SE","06/02/2015 13:14","Q","NAF","218","09/02/2015","1","","","1","","3","BALESTIER ROAD","BALESTIER ROAD","1","2","1","1","11","33","3","2","5","70","51","0","2","0","N","Y","Y","N","Y","N","N","N","","T/2015","14","FRONT LEFT CORNER DMG","I was driving along Balestier Road when a car (SGH2668K) speed out from Jalan Ampas on my left side. Jalan Ampas is a way direction. Vehicles can enter Jalan Ampas from Balestier road and not moving out of it. As a result I hit the right front sideof the car. I stopped my bus and checked. No one was seriously injured except a few passengers suffered minor abrasions due to hit the poles in the bus. The car driver was not injured. After I informed him that Jalan Ampas was one way and he shouldnot have turned out from therehe denied travelling on that road. He informed that he was travelling along the same lane as me on Balestier road and somehow he came parallel to the bus and the accident occurred. That s all.","(N)(N) Car collided onto bus","","10/02/2015","E07652015","sfalpr04","09/02/2015 16:29","sfalad02","10/02/2015 08:53",""
"201500694","02","SW","29/01/2015 10:25","C","NAF","499","09/02/2015","2","","","1","","1","After BS 17179 Clementi Stn","Commonwealth Ave West","2","2","1","1","9","33","2","2","6","85","74","0","1","0","N","Y","Y","N","N","N","N","N","","","21","SBS6693L  Bus no damaged. Pax complained hand injured due to BC jam brake (JERG) CCTV","In regards to this feedback I wish to state that I am not aware of such incident. Furthermore that is no one approached me regarding the incident.   PS: CFMS 2015/Feb/0897","(M)(N): Pax alleged injury on board bus","I received this feedback from ARM-Chong on 06/02/2015","10/02/2015","W07452015","sfalio02","09/02/2015 16:43","sfalad02","10/02/2015 11:18",""
"201500695","02","SE","29/01/2015 16:35","Q","NAF","212","09/02/2015","2","","","1","","2","NEW BRIDGE ROAD","NEW BRIDGE ROAD","1","1","1","1","2","33","1","3","5","70","75","0","0","0","N","Y","Y","N","N","N","N","N","","","21","FRONT LEFT SIDE BUMPER DMG","I was queueing on lane 3 (middle of 5 lanes) along New Bridge Road Traffic junction. For unknown reason a car (SGF1933L) in lane 4 (my left side) reversing and hit my bus. My bus was stationary at that time. No injury. That s all.","(M)(N): Reversing 3P car collided onto bus","I worked PM shifts","","E07722015","sfalio02","09/02/2015 16:44","sfalad02","09/02/2015 17:05",""
"201500696","02","SE","29/01/2015 17:37","I","FAF","122","09/02/2015","2","","","1","","3","Alighting berth","Jurong East Bus Interchange","2","2","1","1","5","37","2","1","5","86","82","0","1","0","N","Y","N","N","Y","N","N","N","","NP299","21","SBS3698T, No damaged","I drove a DD bus svc 197 and was alighting the bus pax at Jurong East Bus Interchange. Subsequently I checked my rear v/mirror to check if there were any more pax alighting the bus. After checks I saw no pax exiting the bus via the front and reardoor. Thus I proceeded to close the both doors. As I was closing the doors a Chinese lady in her 20s suddenly appeared from my side and dashed towards the front door attempting to exit the bus before the door closed. However she could not make itin time and the Chinese lady got hit by the closing door. It happened so fast that I could react to stop this from happening. Upon seeing this I immediately opened the front door again. The said pax was hit once by closing door but no visibleinjuries seen on her. The Chinese lady was angered by this inciden","(N)(Y): Pax trapped by closing exit door.","BC did not aware regarding the rear door trapped pax.","09/02/2015","E07602015","sfalio02","09/02/2015 16:46","sfalad02","09/02/2015 17:07",""
"201500697","02","SE","29/01/2015 18:05","C","NAF","499","09/02/2015","2","","","1","","2","ORCHARD ROAD CONCORDE HOTEL BUS STOP","ORCHARD ROAD","2","1","1","1","8","42","1","1","5","86","65","0","0","0","N","Y","N","N","Y","N","N","N","","G20150","21","NO DMG","On 05/02/2015 I was informed by my supervisor of a complaint. The  details of the feedback was " Saw the bus and ran for it. A man just boarded the bus 1 sec before me and when I tried to board the BC closed the doors. My right leg and right handwas caught between the doors. Although he promptly opened the doors he stared blankly at me as if it was nothing. Should he ensure that the doors are clear before closing ?  Very poor service and very rude". I wish to inform that I cannot recallof such incident happening on 29/01/2015. No passenger informed me of the incident. I continued driving as I did not know anything. That s all.","(M)(Y): Pax alleged trapped by closing ent door.","I was informed of the CFMS on 05/02/2015","","E07472015","sfalio02","09/02/2015 16:47","sfalad02","09/02/2015 17:08",""
"201500699","02","SE","03/02/2015 06:05","C","NAF","499","09/02/2015","2","","","1","","1","LORONG 1 GEYLANG","LORONG 1 GEYLANG","2","1","1","1","1","33","3","1","5","86","81","0","0","0","N","Y","N","N","Y","N","N","N","","T/2015","21","NO DMG","One male malay passenger boarded the bus with his female companion at the bus stop near to lorong 11 Geylang. The male showed his bus pass and I noticed he was blind. He then went to the rear and sat on the last second left side seat with the femalecompanion. I noticed the female companion did not pay the fare and thus I went to inform her to pay. However the male passenger started shouting and thus I continued to drive the bus. The male passenger then wanted to alight at the bus stop nearLorong 1 Geylang. Suddenlythe male passenger informed that he fell. However I noticed that he did not fall. He started hurlking vulgarities. He did not want to call for ambulance. I wish to state that the male passenger smelled strongly of alchohol. There was one witness. That s all.","(M)(N): Pax alleged falling on board bus.","","","E07172015","sfalio02","09/02/2015 16:55","sfalad02","10/02/2015 08:33",""
"201500700","02","SE","03/02/2015 06:15","C","NAF","777","09/02/2015","2","","","","","1","EUNOS INT.","EUNOS INT.","3","1","1","1","3","37","4","1","5","85","58","0","0","0","N","Y","Y","N","N","N","N","N","","","21","REAR BUMPER LOOSE","After the 1st trip I was back to Eunos int. My colleague noticed that my bus rear bumper was loose.  There was no accident since I started work this morning. I did not know what causes the damage. No injury. That s all.","(M)(N): Rear bumper dislodged by itself.","","","E06452015","sfalio02","09/02/2015 16:56","sfalad02","10/02/2015 08:35",""
"201500702","02","SW","05/02/2015 10:30","I","NAF","699","09/02/2015","2","","","1","","1","slip rd C'wealth ave west to Clt ave 2","slip rd C'wealth ave west to C","1","1","1","1","9","22","2","3","1","80","83","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs8139H - front RHs cover crack, batt compartment cover dented, SKRG, cctv","I was abt to turn into Clementi ave 2 when I saw a lorry parked with cones around the slip rd. As the lorry was doing its work of tree cutting I was focused on it hence I missed the root of tree sticking out on the side road. Upon crossing said areamy bus collided with the tree trunk causing damage. no inj.","(M)(N): Bus hit low hanging tree branches.","bc reported on 06/02. 7 and 8 wkends.","","W07522015","sfalio02","09/02/2015 16:59","sfalad02","10/02/2015 08:45",""
"201500703","02","SW","31/01/2015 16:45","Q","FAF","120","11/02/2015","2","","","","","4","HG ave 7 X Defu Lane","HG ave 7","1","1","1","1","18","27","2","3","1","70","59","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs6747R - w/screen shattered, wiper dmgd, SKRG, cctv","I was abt to move off from said junctn when my bus hit onto the rear of front vehicle SGH6436L as I forgot to pull h/brake resulting to this accident. I would like to feedback that the design of h/brake is not user friendly as compared to other bus.","(M)(Y) : Bus collided onto rear portion of 3P vehicle.","","","W06102015","sfalio04","11/02/2015 07:58","sfalad02","11/02/2015 08:48",""
"201500704","02","SW","31/01/2015 23:20","Q","NAF","205","11/02/2015","2","","","","","2","woodlands road, aft T sungei Kadut","woodlands road","1","1","1","1","19","33","2","3","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs8317K- front RHS v/m dislodge, SGRG, cctv","I was travelling alg wdlands Rd proceeding twds B45041 when suddenly a private bus PC1311L on my RHS grazed my RHS v/m causing damage. I stopped at said bstop. Said bus left scene. OCC informed. Pax transferred. CRS activated. CRS arrived changethe mirror and told me to OS back to BBBP. That is all","(M)(N) : Bus involved in a side swipe accident with 3P Pte bus.","BC had no time because of work schedule","","W06942015","sfalio04","11/02/2015 08:01","sfalio04","11/02/2015 08:01",""
"201500705","02","SW","20/01/2015 06:45","I","FAF","122","11/02/2015","1","","","","","1","Clementi Ave 2 b/stop","Clementi Ave 2 - Blk 334","2","1","1","1","4","42","4","1","1","86","65","0","0","0","N","Y","Y","N","Y","N","N","N","","D/2041","23","SBS8053X - No damaged ( CLRG )","I had stopped my bus at bus bay Blk 334 along CL Ave 2 for paxs activities. I opened entrance door & then I found out that exit door had yet opened at that moment had yet boarding my bus when I wanted to open exit door but I accidentally pressedthe wrong button ( entrance door ) as a result the entrance door started to close when a boy student was the first person rushed up for boarding & his right arm was caught by the closing door. Aft that I re-opened the entrance door & the boy’s fatherasked him whether he was hurt & I heard the boy saying he was alright I did apologized to them & they boarded my bus & I then cont my svc. At CLI I saw the boy’s father went to POS.","(N)(Y) : Passenger trapped by door.","This is my 1st time happened, I do not known that I need to file & also my master did not advised me to file my reported","11/02/2015","W06762015","sfalio04","11/02/2015 08:04","sfalad02","11/02/2015 08:45",""
"201500706","02","SW","07/01/2015 08:00","C","NAF","199","11/02/2015","1","","","","","1","Hg ave 1, B63281","hougang ave 1","2","1","1","1","7","42","2","1","1","86","58","0","0","0","N","Y","Y","N","Y","N","N","N","","f/2015","23","sbs5233M - SKRG, cctv","I was approaching said bstop. There is a svc 113 ahead of me. I was unable to attend to pax act as I was quite a distance from the bstop. Then a M/chinese came yelling at my bus while raising his hands at me. Aft the svc 113 left I proceed forwardfor pax act. The said M/Chinese board and shouted "waste my time why did not you open the dooe when I walk over". I explained to him why I did not open. He dahsed in and my hand accidentally brushed his shoulder. I had a witness. I did not assaulthim. there is cctv in the bus. On 14/01 RM informed me to lodge police report.","(N)(N) : CFMS case.","claims incident case","","W07462015","sfalio04","11/02/2015 08:07","sfalio04","11/02/2015 08:07",""
"201500707","02","SE","04/02/2015 08:11","Q","NAF","199","11/02/2015","2","","","","","3","BISHAN ROAD & BISHAN ST 22 JUNCTION","BISHAN ROAD","1","1","1","1","5","27","1","2","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","RIGHT  REAR SIGNAL LIGHT DMG AND BODY SCRATCHES","I was turning right from Bishan Road into Bishan St 22. On my right side there was a car (SJC9025K) making a U turn. The car side swipe my bus. The driver admitted fault and expressed interest in pte settlement. No injury. That s all.","(M)(Y) : Bus involved in an accident with 3P Pte car.","","","E06582015","sfalio04","11/02/2015 08:10","sfalio04","11/02/2015 08:10",""
"201500708","02","SW","04/02/2015 10:00","Q","FAF","118","11/02/2015","1","","","","","1","CLI","clementi interchange","3","1","1","1","11","37","2","1","5","70","52","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs8045U - claim no damage, cctv, CLRG     sbs8693Z-w/0709/2015","I was driving inside CLI behind SBS8693Z. While turning twds boarding berth suddenly I saw a bus entering interchange at fast speed twds my bus. I ws afraid of collision so I stood up and signalled said bus to slow down. My foot accidentallylift off from footbrake and my bus jerked forward hitting front busSBS8693Z. I stopped and alighted. I saw damage. I cont svc. At HG Int I was told to meet RM. Once back at CLI RM informed me of accident and to report.","(M)(Y) : Bus involved in an accident with SBS 8693Z.","","","W07112015","sfalio04","11/02/2015 08:13","sfalio04","11/02/2015 08:13",""
"201500709","02","SE","04/02/2015 10:45","Q","NAF","105","11/02/2015","2","","","","","3","STILL ROAD","STILL ROAD","1","1","1","1","9","33","3","2","5","70","54","0","0","0","N","Y","N","N","N","N","N","N","","","23","NO DMG","I was leaving a bus stop along Still Road. On my left side there was road work. I felt that there was a car on left side. I stopped then heard a sound. I could not ascertain where this car came from.  The car did not stop and continued to driveaway. I then stopped after the slip road on my left and inspect my bus. I discovered that the cover on the front left side opened outwards. I then closed it back. There was no damage to my bus. I then continued my journey. No injury. That s all.","(M)(N) : Bus involved in a side swipe accident with 3P Pte car.","","","E07412015","sfalio04","11/02/2015 08:16","sfalio04","11/02/2015 08:16",""
"201500710","02","SE","04/02/2015 10:45","Q","FAF","118","11/02/2015","2","","","","","1","LORONG 6 TOA PAYOH 13.7 KM","LORONG 6 TOA PAYOH","1","1","1","2","7","33","2","2","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","LEFT MIRROR DROPPED","I was overtaking a lorry (YN398H) in lorong 6 Toa Payoh. My bus was behind the lorry. As I focus on the passing vehicles on my right side my bus left mirror touched the rear of the lorry. There was no damage on the lorry. No injury. That s all.","(M)(Y) : Bus involved in an accident with 3P lorry.","","","E06752015","sfalio04","11/02/2015 08:32","sfalio04","11/02/2015 08:32",""
"201500711","02","SW","04/02/2015 13:00","Q","FAF","118","11/02/2015","2","","","","","1","Telok Blangah rd","telok blangah road","1","1","2","2","11","33","2","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","23","sbs6389R - Left v/m damaged, BMRG, cctv","I was driving alg said location twds BMI. I saw a private bus infront on the left side of the road. I was in the bus lane. I thought I could passby it safely but upon passing by it my bus hit his RHS v/m causing to dislodged. My glass mirror droppedI stopped ahead. OCC informed. Particulars exchanged. I stopped at front bstop to alight pax. I waited for CRS.","(M)(Y) : Bus involved in a side swipe accident with 3P Pte bus.","","","W07052015","sfalio04","11/02/2015 08:36","sfalio04","11/02/2015 08:36",""
"201500712","02","SE","29/01/2015 18:26","I","FAF","118","11/02/2015","2","","","1","","2","SHENTON WAY TERMINAL 2","SHENTON WAY TERMINAL 2","3","1","1","1","9","38","4","1","5","91","70","0","0","0","N","Y","Y","N","N","N","N","N","","","21","NO DMG","My bus accidentally hit the barrier behind while reversing to start work in Shenton Way terminal 2. No injury. That  s all.","(M)(Y): Reversing bus hit barrier.","I was informed by RM to make report on 07/02/2015","","E08002015","sfalio02","11/02/2015 11:18","sfalad02","11/02/2015 15:33",""
"201500713","02","SE","02/02/2015 10:15","Q","FAF","102","11/02/2015","2","","","","","3","TAMPINES AVE 7 & ST 45 TRAFFIC JUNCTION","TAMPINES AVE 7","1","1","3","2","10","27","3","2","1","70","52","0","0","0","N","Y","N","N","N","N","N","N","","","21","NO DMG","I stopped at the traffic junction Tampines Ave 7 and Tampines st 45. In front there was a car (SGR911T). When the traffic light turned green the car in front started to move. All of a sudden the car stopped for unknown reasons. As a result my bushit the rear of the car. No injury. That s all.","(M)(Y): Bus hit rear of 3P car.","I worked split shifts.","","E08122015","sfalio02","11/02/2015 11:23","sfalio02","11/02/2015 11:23",""
"201500714","02","SE","03/02/2015 01:15","M","FAF","118","11/02/2015","2","","","1","","2","Pump Island","Ang Mo Kio Depot","3","1","1","1","21","48","1","1","5","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","SBS6618E, Left v/mirror bracket damaged","I intend to parked my off bus svc (24) into the parking lot. While driving along the driveway at the depot my bus had sideswipe with an unattended bus (SBS3176H). As a result my bus left v/mirror bracket damaged. I did report this matter to AS.Thats all.","(M)(Y): SBS 6618E sideswipe SBS 3176H","","","E06992015","sfalio02","11/02/2015 11:25","sfalad02","11/02/2015 15:39",""
"201500715","02","SE","03/02/2015 05:20","M","FAF","118","11/02/2015","2","","","","","1","CHANGI BUS PARK","CHANGI BUS PARK","3","1","1","1","1","39","4","1","5","70","67","0","0","0","N","Y","Y","N","N","N","N","N","","","21","REAR RIGHT SIDE","I accidentally hit another unattended bus (SBS8230BOS) while reversing in Changi Bus Park. No injury. That s all.","(M)(Y): Reversing SBS 8585C collided onto unattended SBS 8230B","I worked AM shifts, finished work after 1600 hrs.","","E08082015","sfalio02","11/02/2015 11:27","sfalio02","11/02/2015 11:27",""
"201500716","02","SW","03/02/2015 05:35","Q","FAF","118","11/02/2015","2","","","","","1","bishan road X bishan st 13","bishan road X bishan st 13","1","1","1","1","2","27","2","3","1","70","54","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs3152b - RHS bus body panel badly damaged, scratches, JERG","I was in the left lane going to turn right ahead into Bishan St 13. On my right was a taxi SH6488U. While turning right at said junctn accidentally my rear RHS grazed said taxi front bumper. I stopped ahead at Bishan St 13. Particulars exchanged.OCC informed. I proceed to Bishan Inter change as I was on OS svc.","(M)(Y): Bus sixdeswipe 3P car.","","","W06212015","sfalio02","11/02/2015 11:30","sfalio02","11/02/2015 11:30",""
"201500717","02","SW","05/02/2015 11:40","Q","FAF","118","11/02/2015","2","","","","","1","Gul circle","gul circle","1","1","1","1","12","33","1","2","5","70","51","0","0","0","N","Y","Y","N","N","N","N","N","","","21","sbs9657Y - LHS body scratches, BLRG, cctv","I was driving alg Gul Circle twds BLI. I turned right into Gul Circle proceeding to bstop. There were alot of lorries stopping on the lane thus blocking the path. So I followed vehicles infront to overtake driving on the incoming lane to pass theparked lorries. Upon passing them I heard sound from the rear. I checked mirror and saw a lorryGBA432H had inched out and its RHS had grazed my body panel. I proceed to front bstop. Particulars. OCC informed. Some pax transferred I cont svc.","(M)(Y): Bus sideswipe 3P lorry in opposite direction.","","","W07062015","sfalio02","11/02/2015 11:38","sfalad02","11/02/2015 15:48",""
"201500718","02","SE","05/02/2015 16:35","Q","NAF","218","11/02/2015","2","","","","","3","LOYANG AVE TRAFFIC JUNCTION","LOYANG AVE","1","1","1","1","3","27","3","2","1","70","51","0","0","0","N","Y","Y","N","N","N","N","N","","","21","RIGHT SIDE FRONT WINDOW GLASS, SIGNAL COVER & VIEW MIRROR DMG","I was turning right from Loyang Ave. into Loyang way. On my right side there was a lorry (GZ8112M) moving very fast. As a result the lorry hit the right side of my bus at the traffic junction. After that the lorry continued to move across to theopposite side of the road and against traffic direction before coming to a stop. We exchange particulars but the lorry driver just keep quiet. No injury. That s all.","(M)(N); 3P lorry sideswipe bus.","","","E07362015","sfalio02","11/02/2015 11:40","sfalio02","11/02/2015 11:40",""
"201500719","02","SW","05/02/2015 18:30","Q","FAF","102","11/02/2015","2","","","","","3","Holland Ave","Holland Rd","1","1","2","2","9","22","1","1","5","70","52","0","0","0","N","Y","N","N","N","N","N","N","","","21","SBS8489Y - Front right w/screen glass damaged ( CLRG )","I had stopped my bus at the 1st left lane of Holland Ave junct Holland Rd to give way to m/vehs along Holland Rd. It was heavy traffic volume. And I saw the road had some space I then moved out & then turned left into 1st left lane I braked & thentried to brake 2nd time harder  my bus jerked forwarded & had its right front corner then collided into the rear left portion of slanting lorry YF8118P stopping at 1st right outer lane with the rear left protruding out. I tooted horned but at thattime many mvehs were horning so said lorry sped off without knowing my bus had hit it lorry. I then stopped my bus away from accident to park at the safely place to check my bus. WOCC informed transfer to CRS. Aft that I was told to transferpaxs at b/stop then I RTD to BBBP.","(M)(Y): Bus hit rear of 3P lorry.","","","W07332015","sfalio02","11/02/2015 11:41","sfalio02","11/02/2015 11:41",""
"201500720","02","SE","05/02/2015 20:15","Q","PAF","102","11/02/2015","2","","","1","","2","UPPER SERANGOON ROAD","UPPER SERANGOON ROAD","1","2","1","1","13","33","1","2","5","70","52","0","1","0","N","Y","Y","N","Y","N","N","N","","T/2015","21","FRONT DMG","I was driving on the first lane from the left along Upper Serangoon Road. After I drove past the junction of Jln Toa Payoh and Upper Serangoon Road before the slip road one vehicle SGM942E drove out of the slip road suddenly and the vehicle infront of my bus SGN1837P applied emergency brakes to avoid the collision. As the vehicle in front of me brake suddenly I apply brakes as well but unable to stop in time and collide the vehicle in front. After the collision upon checking found afemale passenger Julie HP: 96863120 fell down and hurt her back. I called for ambulance to convey her to TTSH. After all the passengers alighted I drove the bus to a nearby bus stop. I spoke to the driver of SGN1837P Shima Roy who was speaking tothe driver of SGM942E Toy Hip Boon H/P : 97933430 who admitted comi","(M)(Y): Bus hit rear of 3P car.","","11/02/2015","E07442015","sfalio02","11/02/2015 12:20","sfalad02","11/02/2015 15:49",""
